avgConcentration,AQI,region,timestamp
2.8823506159080363,20,10,1701801636
3.218261346493275,21,10,1701801632
3.218261346493275,21,10,1701801632
3.218261346493275,21,10,1701801632
3.218261346493275,21,10,1701801632
3.218261346493275,21,10,1701801632
3.218261346493275,21,10,1701801632
3.218261346493275,21,10,1701801632
3.218261346493275,21,10,1701801632
3.218261346493275,21,10,1701801632
3.218261346493275,21,10,1701801632
